Sentence,Sentiment
beginning year wartsila secured order deliver four gas fuelled main engine propulsion machinery vessel,positive
january november group sale totalled eur mn drop period,negative
glaxosmithkline target growth across unit scrap viiv ipo,positive
bhp billiton share price brazil sue samarco â£ bn,negative
come complete lcd touch screen system selection chosen function price start around pound mark,neutral
revenue quarter fell percent euro billion compared year earlier,neutral
split company would series share series k share,neutral
le coq special developed bicentenary company trade mark brewer said,neutral
arcelormittal chief executive officer lakshmi mittal already cut output furnace,neutral
operating profit fell eur mn eur mn,neutral
bridge part highway development project,neutral
kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sale percent million euro vat inclusive,positive
adpnews dec finnish cutlery hand tool maker fiskars oyj abp hel fisa said today make redundant total office management staff member subsidiary iittala group ltd,negative
metso foundry jyvaskyla oy discontinue production line september,neutral
sale price not disclosed,neutral
helsinki afx retail wholesale group kesko reported net sale mln eur february increase pct year year,positive
